epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.14966367185115814,3.0075385570526123,0.001,0.2559121549129486,2.6755869388580322
1,0.2940022349357605,2.4237425327301025,0.001,0.2373310774564743,2.5851783752441406
2,0.3733183741569519,2.083940267562866,0.001,0.37331080436706543,2.269052743911743
3,0.44366592168807983,1.8418971300125122,0.001,0.4501689076423645,1.8556782007217407
4,0.5030829310417175,1.6774837970733643,0.001,0.44087839126586914,2.1135740280151367
5,0.5392376780509949,1.5401078462600708,0.001,0.3927364945411682,2.2101798057556152
6,0.578125,1.4222544431686401,0.001,0.49746620655059814,1.7872227430343628
7,0.5958520174026489,1.3568583726882935,0.001,0.5354729890823364,1.5969001054763794
8,0.6160314083099365,1.2828534841537476,0.001,0.5515202879905701,1.638608455657959
9,0.6448991298675537,1.1722837686538696,0.001,0.5988175868988037,1.4587756395339966
10,0.648542582988739,1.1271905899047852,0.001,0.5599662065505981,1.5434925556182861
11,0.663957417011261,1.108290433883667,0.001,0.5118243098258972,1.7925021648406982
12,0.6818946003913879,1.077426552772522,0.001,0.5869932174682617,1.6254024505615234
13,0.7012332081794739,0.9958980679512024,0.001,0.5743243098258972,1.562474250793457
14,0.697029173374176,1.0023010969161987,0.001,0.5650337934494019,1.5865851640701294
15,0.7485986351966858,0.8130367994308472,0.00020000001,0.662162184715271,1.1620911359786987
16,0.7976457476615906,0.643897294998169,0.00020000001,0.6511824131011963,1.267236590385437
17,0.7976457476615906,0.6030396819114685,0.00020000001,0.6900337934494019,1.1250591278076172
18,0.818385660648346,0.5541400909423828,0.00020000001,0.6891891956329346,1.047570824623108
19,0.8295964002609253,0.5330952405929565,0.00020000001,0.6908783912658691,1.158026099205017
20,0.8332399129867554,0.5135257244110107,0.00020000001,0.681587815284729,1.0907231569290161
21,0.8256726264953613,0.5234097838401794,0.00020000001,0.7162162065505981,1.0545185804367065
22,0.849495530128479,0.4688228964805603,0.00020000001,0.7212837934494019,1.0195186138153076
23,0.8570627570152283,0.4415535032749176,0.00020000001,0.7145270109176636,1.0844615697860718
24,0.8489349484443665,0.4462333619594574,0.00020000001,0.7018581032752991,1.1351840496063232
25,0.8719170689582825,0.38546839356422424,0.00020000001,0.7179054021835327,1.1029138565063477
26,0.875,0.39076030254364014,0.00020000001,0.7136824131011963,1.1047953367233276
27,0.8682735562324524,0.40552088618278503,0.00020000001,0.7297297120094299,1.0507198572158813
28,0.8733183741569519,0.3887975513935089,0.00020000001,0.7212837934494019,1.0912319421768188
29,0.8780829310417175,0.3757258951663971,0.00020000001,0.7331081032752991,1.0860236883163452
30,0.8828475475311279,0.36826586723327637,0.00020000001,0.7170608043670654,1.138916254043579
31,0.8957399129867554,0.3277667164802551,0.00020000001,0.7145270109176636,1.2027528285980225
32,0.9047085046768188,0.2959209978580475,0.00020000001,0.7136824131011963,1.2055587768554688
33,0.8982623219490051,0.31942224502563477,0.00020000001,0.7238175868988037,1.1448843479156494
34,0.9007847309112549,0.30030176043510437,0.00020000001,0.7153716087341309,1.1970096826553345
35,0.9161995649337769,0.25346341729164124,4.0000003e-05,0.7322635054588318,1.164713740348816
36,0.9206838607788086,0.24403344094753265,4.0000003e-05,0.7373310923576355,1.1760731935501099
37,0.9229260087013245,0.23707053065299988,4.0000003e-05,0.7364864945411682,1.1447069644927979
38,0.9243273735046387,0.23090814054012299,4.0000003e-05,0.7356418967247009,1.1671040058135986
39,0.9274103045463562,0.22229111194610596,4.0000003e-05,0.7347972989082336,1.1958931684494019
40,0.9302130341529846,0.21895793080329895,4.0000003e-05,0.7390202879905701,1.1762832403182983
41,0.9262892603874207,0.21690745651721954,4.0000003e-05,0.7432432174682617,1.1669224500656128
42,0.9296524524688721,0.20977292954921722,4.0000003e-05,0.7322635054588318,1.2101178169250488
43,0.9307735562324524,0.2071963995695114,4.0000003e-05,0.7407094836235046,1.1625757217407227
44,0.9313340783119202,0.20781585574150085,4.0000003e-05,0.744087815284729,1.1504441499710083
45,0.9338564872741699,0.20659814774990082,4.0000003e-05,0.7474662065505981,1.1607908010482788
46,0.9341367483139038,0.19748379290103912,4.0000003e-05,0.7390202879905701,1.1541969776153564
47,0.9363788962364197,0.19574889540672302,4.0000003e-05,0.7398648858070374,1.185129165649414
48,0.9397421479225159,0.17262092232704163,4.0000003e-05,0.7474662065505981,1.2017693519592285
49,0.9397421479225159,0.18321968615055084,4.0000003e-05,0.7449324131011963,1.1912002563476562
